iter	RMSE
427	4.030689546
428	4.027117873
429	4.026791408
430	4.023283233
431	4.022785329
432	4.01974992
433	4.016741056
434	4.013724843
435	4.01185043
436	4.005970209
437	4.003943338
438	4.003702333
439	4.000167702
440	3.997411832
441	3.995962806
442	3.992667319
443	3.990309786
444	3.987667866
445	3.985119857
446	3.984507416
447	3.983023771
448	3.977725614
449	3.973511723
450	3.967953942
451	3.966392486
452	3.96147318
453	3.957273352
454	3.954045107
455	3.953354011
456	3.951057809
457	3.946620492
458	3.945228822
459	3.942310453
460	3.940417782
461	3.938865783
462	3.934042574
463	3.933216178
464	3.930565156
465	3.929698269
466	3.928024805
467	3.92362673
468	3.91874759
469	3.917534261
470	3.917087501
471	3.9131271
472	3.910689138
473	3.908640164
474	3.904755903
475	3.901261667
476	3.900328808
477	3.899725426
478	3.897258038
479	3.894422964
480	3.889430225
481	3.885967183
482	3.883408317
483	3.879400168
484	3.877728306
485	3.87414018
486	3.872712492
487	3.867224948
488	3.863925195
489	3.862561097
490	3.858829977
491	3.85659831
492	3.852387305
493	3.85142791
494	3.848551184
495	3.843586365
496	3.840824218
497	3.836257117
498	3.832774383
499	3.830576335
500	3.829208729
501	3.82675046
502	3.823055603
503	3.818991359
504	3.816276151
505	3.812649786
506	3.807133683
507	3.804857044
508	3.801878136
509	3.79952899
510	3.798768078
511	3.795201963
512	3.793102713
513	3.792072189
514	3.790784168
515	3.788321446
516	3.785406596
517	3.781287701
518	3.77900048
519	3.776865375
520	3.774253394
521	3.770919322
522	3.770359383
523	3.769109603
524	3.767745572
525	3.764383255
526	3.761895103
527	3.759409445
528	3.75802939
529	3.755898462
530	3.753244499
531	3.748423243
532	3.746591198
533	3.743397481
534	3.738347311
535	3.735434704
536	3.731480684
537	3.729700971
538	3.72799572
539	3.724931298
540	3.722755681
541	3.717938231
542	3.715003539
543	3.711483717
544	3.708657013
545	3.706417245
546	3.703714725
547	3.703393165
548	3.701800967
549	3.697883909
550	3.695535378
551	3.694400374
552	3.691807028
553	3.690092062
554	3.688750006
555	3.684613583
556	3.681176758
557	3.680998794
558	3.67891749
559	3.678457277
560	3.675516376
561	3.672065159
562	3.671419406
563	3.667166173
564	3.663206089
565	3.662704362
566	3.658570484
567	3.656565229
568	3.65256247
569	3.651384219
570	3.649086564
571	3.645828312
572	3.64377451
573	3.639937258
574	3.636215576
575	3.63433079
576	3.630580607
577	3.627533853
578	3.626220142
579	3.623665737
580	3.620847939
581	3.620000302
582	3.617340002
583	3.613260259
584	3.612467273
585	3.60986343
586	3.60684976
587	3.605794659
588	3.603501127
589	3.599040932
590	3.595309947
591	3.59260855
592	3.592277145
593	3.588007563
594	3.586100494
595	3.585414142
596	3.584600204
597	3.583845982
598	3.582275155
599	3.581030343
600	3.580144455
601	3.577441959
602	3.574391013
603	3.573244205
604	3.569887143
605	3.568512238
606	3.564584142
607	3.563489148
608	3.560958429
609	3.558368846
610	3.555087387
611	3.553348523
612	3.550408587
613	3.549754656
614	3.546484995
615	3.545196485
616	3.542574587
617	3.541782686
618	3.538059575
619	3.536062335
620	3.535789709
621	3.533164876
622	3.531987293
623	3.529998438
624	3.529025262
625	3.526427704
626	3.525819062
627	3.524078761
628	3.521586705
629	3.520806789
630	3.515565577
631	3.515214052
632	3.511183265
633	3.51035064
634	3.508136364
635	3.505800391
636	3.504797855
637	3.50364666
638	3.501234771
639	3.500031866
640	3.497094866
641	3.494293717
642	3.493690226
643	3.490996797
644	3.489167132
645	3.4879912
646	3.486365535
647	3.483346763
648	3.482114333
649	3.480454871
650	3.476276836
651	3.475562078
652	3.473019485
653	3.472042585
654	3.470058195
655	3.466842484
656	3.465724636
657	3.462877798
658	3.461790257
659	3.460613565
660	3.459491645
661	3.456381808
662	3.45332069
663	3.451575361
664	3.44881537
665	3.446611635
666	3.445991181
667	3.443962798
668	3.441485061
669	3.439469144
670	3.439160478
671	3.43849919
672	3.43596158
673	3.433187585
674	3.431058583
675	3.429915019
676	3.42495606
677	3.422834036
678	3.419818647
679	3.418834925
680	3.418561486
681	3.415681649
682	3.412781179
683	3.410764649
684	3.406690009
685	3.404593782
686	3.402271538
687	3.400596132
688	3.398779836
689	3.395646116
690	3.394346109
691	3.391582918
692	3.389413811
693	3.386080231
694	3.383741141
695	3.382372925
696	3.381471926
697	3.380999295
698	3.378562997
699	3.376441957
700	3.374705635
701	3.372536588
702	3.369697518
703	3.367342225
704	3.364524075
705	3.363517617
706	3.361517631
707	3.359136278
708	3.356847147
709	3.355805539
710	3.353388224
711	3.350053998
712	3.347831197
713	3.347492148
714	3.3451071
715	3.343964
716	3.343033613
717	3.342091895
718	3.33976923
719	3.338860805
720	3.335727784
721	3.332832637
722	3.331341924
723	3.327781194
724	3.325629813
725	3.323876609
726	3.323021156
727	3.321383184
728	3.31877073
729	3.316368171
730	3.314741604
731	3.313340213
732	3.311079283
733	3.308833216
734	3.305728547
735	3.305448921
736	3.304329731
737	3.30041516
738	3.297745965
739	3.296617542
740	3.294814087
741	3.292240294
742	3.289566268
743	3.288968372
744	3.287186281
745	3.284899678
746	3.282856172
747	3.27999452
748	3.27949502
749	3.277162572
750	3.275894028
751	3.275243309
752	3.274023662
753	3.273105825
754	3.271897952
755	3.269762083
756	3.267938272
757	3.266275573
758	3.262844518
759	3.261346814
760	3.260137624
761	3.258255459
762	3.257751443
763	3.255968252
764	3.254140937
765	3.253189019
766	3.251294329
767	3.250315922
768	3.247759273
769	3.245840561
770	3.244015654
771	3.240883044
772	3.240784063
773	3.23921968
774	3.238206048
775	3.236520995
776	3.235116885
777	3.232896639
778	3.231293603
779	3.230511479
780	3.229924269
781	3.229403212
782	3.227014647
783	3.225460786
784	3.224851447
785	3.224349631
786	3.223344412
787	3.220635088
788	3.217787831
789	3.217030465
790	3.21484542
791	3.21291125
792	3.212392557
793	3.210443725
794	3.208170376
795	3.205890112
796	3.205136702
797	3.203136124
798	3.202011089
799	3.201352016
800	3.199042882
801	3.197997518
802	3.195739897
803	3.194860056
804	3.194038418
805	3.192283992
806	3.18978456
807	3.188927067
808	3.188113531
809	3.187848935
810	3.185935167
811	3.184812831
812	3.182558518
813	3.18039109
814	3.177946479
815	3.175333628
816	3.173372533
817	3.170041403
818	3.168948012
819	3.167022825
820	3.164206978
821	3.161905284
822	3.160935655
823	3.159049021
824	3.157825393
825	3.155710447
826	3.153914697
827	3.153118882
828	3.152916967
829	3.149883504
830	3.149038028
831	3.148889807
832	3.148242542
833	3.14592678
834	3.145155926
835	3.143545534
836	3.142060725
837	3.141813502
838	3.141114649
839	3.138127588
840	3.135995563
841	3.134382352
842	3.134149763
843	3.1328256
844	3.130936076
845	3.129235776
846	3.128093799
847	3.126503417
848	3.124370192
849	3.122392464
850	3.12223322
851	3.120092313
852	3.117852945
853	3.115871507
854	3.114983301
855	3.114523683
856	3.113445441
857	3.110902714
858	3.109005513
859	3.108705549
860	3.107504643
861	3.105585405
862	3.103882365
863	3.101410617
864	3.099444682
865	3.097480694
866	3.09601811
867	3.095793985
868	3.094145589
869	3.09279358
870	3.090252641
871	3.089562714
872	3.089155226
873	3.08838799
874	3.087365479
875	3.085273912
876	3.082428945
877	3.080809094
878	3.07979681
879	3.076501069
880	3.074093805
881	3.072500088
882	3.070768294
883	3.068834806
884	3.066947228
885	3.066281115
886	3.063968874
887	3.061607833
888	3.059015835
889	3.056244509
890	3.054852194
891	3.05217
892	3.051717531
893	3.050236208
894	3.048286768
895	3.046040583
896	3.044065738
897	3.043058576
898	3.042709034
899	3.040969106
900	3.03884725
901	3.037218562
902	3.036876956
903	3.03509057
904	3.033049593
905	3.032947461
906	3.031493551
907	3.031053928
908	3.029532224
909	3.027588251
910	3.026623661
911	3.024411988
912	3.023132863
913	3.021552588
914	3.01958001
915	3.019452366
916	3.016845775
917	3.015853198
918	3.015773664
919	3.013091943
920	3.011357006
921	3.011088293
922	3.010627376
923	3.009987361
924	3.007779016
925	3.006815496
926	3.006376324
927	3.00377465
928	3.001792366
929	3.000944114
930	2.999750691
931	2.999311375
932	2.997925681
933	2.995994919
934	2.995063159
935	2.994799572
936	2.994616617
937	2.993513201
938	2.991393843
939	2.990976013
940	2.988078658
941	2.987988259
942	2.986507241
943	2.985696857
944	2.985207169
945	2.982765931
946	2.981486228
947	2.980337639
948	2.978341658
949	2.977745126
950	2.97739389
951	2.975133901
952	2.972750856
953	2.971077441
954	2.968888473
955	2.966910083
956	2.964052603
957	2.96133278
958	2.959355859
959	2.9585473
960	2.957848347
961	2.956671649
962	2.955817545
963	2.95516979
964	2.954959314
965	2.952463939
966	2.952278093
967	2.951775764
968	2.951697957
969	2.95111568
970	2.950279172
971	2.948358323
972	2.948259566
973	2.946085255
974	2.944631196
975	2.943726746
976	2.943195237
977	2.940526081
978	2.939675041
979	2.939162905
980	2.937456237
981	2.937194077
982	2.936340231
983	2.935446518
984	2.93339673
985	2.932715949
986	2.931000915
987	2.93017785
988	2.928681642
989	2.927115348
990	2.926333703
991	2.924904244
992	2.923008517
993	2.921422621
994	2.921190973
995	2.918490018
996	2.918360092
997	2.9166113
998	2.915326469
999	2.913692732
